,SMILES,set,SMILES_canonical,novel
758,CN(C)CCCCCCCCCCCOC(=O)[C@H](O)C[C@@H](O)c1ccccc1,prior,CN(C)CCCCCCCCCCCOC(=O)[C@H](O)C[C@@H](O)c1ccccc1,1
759,Cc1ccc(C(=O)CCCCCN(C)C)c2ccccc12,prior,Cc1ccc(C(=O)CCCCCN(C)C)c2ccccc12,1
760,O=C(O)CC(=O)N1CCN(CCCOc2cccc3cccnc23)CC1,prior,O=C(O)CC(=O)N1CCN(CCCOc2cccc3cccnc23)CC1,1
761,CN1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,prior,CN1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,1
763,COc1ccc(CN2CCN(c3cc(-c4ccc(O)c(C)c4)ccc3C)CC2)cc1,prior,COc1ccc(CN2CCN(c3cc(-c4ccc(O)c(C)c4)ccc3C)CC2)cc1,1
764,CCCN(CCCC)CCNC1=CC(C)=C(C)N(C)C(C)C1,prior,CCCCN(CCC)CCNC1=CC(C)=C(C)N(C)C(C)C1,1
766,CC(NC(=O)OCCCOc1ccccc1F)c1ccc(Nc2ccncc2)cc1,prior,CC(NC(=O)OCCCOc1ccccc1F)c1ccc(Nc2ccncc2)cc1,1
767,O=C(c1ccn(-c2cccc(F)c2)n1)N1CCN(C)CC1,prior,CN1CCN(C(=O)c2ccn(-c3cccc(F)c3)n2)CC1,1
768,O=C(NC1c2cc(C(N)=O)ccc2S1CC(=O)NCCC(=O)Nc1ccccc1)c1ccccn1,prior,NC(=O)c1ccc2c(c1)C(NC(=O)c1ccccn1)[SH]2CC(=O)NCCC(=O)Nc1ccccc1,1
770,N#Cc1c(C)nc(NCCCC(F)(F)F)cc1Cl,prior,Cc1nc(NCCCC(F)(F)F)cc(Cl)c1C#N,1
772,CC(C)C(=O)N1CCN(CCN2CCCc3cc(OC)c(OC)c(OC)c3C2=O)CC1,prior,COc1cc2c(c(OC)c1OC)C(=O)N(CCN1CCN(C(=O)C(C)C)CC1)CCC2,1
773,CN1CCN(c2ccc(-c3cccc(-c4ccc(OC)cc4)c3)nc2)CC1,prior,COc1ccc(-c2cccc(-c3ccc(N4CCN(C)CC4)cn3)c2)cc1,1
774,N#Cc1nn(-c2ccccc2)cc1C(=O)c1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,prior,N#Cc1nn(-c2ccccc2)cc1C(=O)c1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,1
775,CN1CCc2ccccc2O1,prior,CN1CCc2ccccc2O1,1
778,CC(=O)OCC1(c2ccc(OC)cc2)C(=O)OC[C@@](C)(C)C1=O,prior,COc1ccc(C2(COC(C)=O)C(=O)OCC(C)(C)C2=O)cc1,1
780,OCCCCCCCCCCCCC(C)N1CCN(CCOC(C)C)CC1,prior,CC(C)OCCN1CCN(C(C)CCCCCCCCCCCCO)CC1,1
781,CC(=O)NCC1=CC(=O)c2c(O)cc(F)cc21,prior,CC(=O)NCC1=CC(=O)c2c(O)cc(F)cc21,1
784,Cc1nc(N)nc(Nc2ccccc2)c1S(=O)(=O)N1CCCC1,prior,Cc1nc(N)nc(Nc2ccccc2)c1S(=O)(=O)N1CCCC1,1
785,Cc1ccc(C2=CC(=O)c3ccccc3C2=O)cc1,prior,Cc1ccc(C2=CC(=O)c3ccccc3C2=O)cc1,1
786,CCC(Cc1c[nH]c2ccccc12)CCc1cc(OCC)nc2cccc(Cl)c12,prior,CCOc1cc(CCC(CC)Cc2c[nH]c3ccccc23)c2c(Cl)cccc2n1,1
787,COC(=O)CCCCOc1ccc(-n2c(=S)cnc3ccccc32)cc1OC,prior,COC(=O)CCCCOc1ccc(-n2c(=S)cnc3ccccc32)cc1OC,1
789,CCN(CC)CCCOC(=O)CN1CCN(C(=O)C(=O)N2CCCN(S(=O)(=O)c3ccccc3)CC2)CC1,prior,CCN(CC)CCCOC(=O)CN1CCN(C(=O)C(=O)N2CCCN(S(=O)(=O)c3ccccc3)CC2)CC1,1
790,CN1CCc2cnccc2N1C(=O)c1ccccc1O,prior,CN1CCc2cnccc2N1C(=O)c1ccccc1O,1
792,Cc1c(C(=O)O)c(C)c(-c2ccc(O)cc2)nc1C(=O)O,prior,Cc1c(C(=O)O)nc(-c2ccc(O)cc2)c(C)c1C(=O)O,1
793,O=C(COc1cccc(CCC(=O)Nc2ccc(Cl)cc2)c1)N(C1CC1)Cc1ccccc1,prior,O=C(CCc1cccc(OCC(=O)N(Cc2ccccc2)C2CC2)c1)Nc1ccc(Cl)cc1,1
796,O=C1CCc2ccc(NC(=O)c3ccc(Cl)cc3O)cc21,prior,O=C(Nc1ccc2c(c1)C(=O)CC2)c1ccc(Cl)cc1O,1
797,CCOC(=O)[C@@H]1CN(c2ccc(C(=O)NCCCN3CCCC(C)C3)cc2OC)[C@H](OC)C1,prior,CCOC(=O)[C@H]1C[C@@H](OC)N(c2ccc(C(=O)NCCCN3CCCC(C)C3)cc2OC)C1,1
799,O=C(O)c1ccc(O)cc1OCC(CN1CCCCC1)N1CCc2ncccc21,prior,O=C(O)c1ccc(O)cc1OCC(CN1CCCCC1)N1CCc2ncccc21,1
800,Cc1cc(Cl)c(O)c(-n2nc(-c3cccc(Cl)c3)c(-c3c(Cl)cc(Cl)cc3F)c2C)c1.O=C(O)C(N)=O,prior,Cc1cc(Cl)c(O)c(-n2nc(-c3cccc(Cl)c3)c(-c3c(F)cc(Cl)cc3Cl)c2C)c1.NC(=O)C(=O)O,1
801,CCOC(=O)CCc1cc(S(=O)(=O)N2CCOCC2)ccc1O,prior,CCOC(=O)CCc1cc(S(=O)(=O)N2CCOCC2)ccc1O,1
805,CN(CCCO)Cc1cc(NC(=O)COc2ccccc2)ccc1F,prior,CN(CCCO)Cc1cc(NC(=O)COc2ccccc2)ccc1F,1
806,Cc1cc(O)c2occc2c1,prior,Cc1cc(O)c2occc2c1,1
807,Cc1ccc2c(n1)CCNCC2,prior,Cc1ccc2c(n1)CCNCC2,1
809,OC1(c2cccc(-c3ccccc3)c2)C(=O)N(S(C)(=O)=O)N1.Cl,prior,CS(=O)(=O)N1NC(O)(c2cccc(-c3ccccc3)c2)C1=O.Cl,1
810,NCCCCCCCCCCCCCCCCCN1C(=O)C(C)(C)c2ccccc21,prior,CC1(C)C(=O)N(CCCCCCCCCCCCCCCCCN)c2ccccc21,1
811,Nc1nc(C(=O)Nc2ccc(C(F)(F)F)cc2)nn(C)c1=O,prior,Cn1nc(C(=O)Nc2ccc(C(F)(F)F)cc2)nc(N)c1=O,1
812,COc1ccccc1NC(=O)c1c(F)cccc1O,prior,COc1ccccc1NC(=O)c1c(O)cccc1F,1
813,O=C(NCc1ccc(C(F)(F)F)nc1)N1CCc2ccccc2N1,prior,O=C(NCc1ccc(C(F)(F)F)nc1)N1CCc2ccccc2N1,1
814,CCOC(=O)NC(=O)Nc1ccccc1N1CCN(c2cccnc2)CC1,prior,CCOC(=O)NC(=O)Nc1ccccc1N1CCN(c2cccnc2)CC1,1
815,COC(=O)[C@@]1(C)C[C@H]2C[C@@](O)(C(C)(C)C)[C@@]1([C@H]1C[C@H]2CC(=O)NC1=O)C(C)C,prior,COC(=O)[C@@]1(C)C[C@H]2C[C@@](O)(C(C)(C)C)[C@]1(C(C)C)[C@H]1C[C@H]2CC(=O)NC1=O,1
816,CC(=O)O[C@@H]1CCC[C@@H](NCC(=O)O)[C@]1(O)C(F)(F)F,prior,CC(=O)O[C@@H]1CCC[C@@H](NCC(=O)O)[C@]1(O)C(F)(F)F,1
817,CC1CN(S(=O)(=O)c2cccnc2)CC(C(=O)OC)C(C)C1,prior,COC(=O)C1CN(S(=O)(=O)c2cccnc2)CC(C)CC1C,1
818,CCOC(=O)c1cc(Cl)c(S(=O)(=O)NC2=NOCCO2)cc1,prior,CCOC(=O)c1ccc(S(=O)(=O)NC2=NOCCO2)c(Cl)c1,1
820,COc1ncc2ccccc2c1N1C[C@H]2CC[C@@H]1CC[C@@]21CCCC1,prior,COc1ncc2ccccc2c1N1C[C@H]2CC[C@@H]1CCC21CCCC1,1
821,N=C(NCc1ccc(Cl)cc1)N1CCN(C)CC1,prior,CN1CCN(C(=N)NCc2ccc(Cl)cc2)CC1,1
822,CN1C(=O)NC(NC(=O)Cc2ccc(Cl)cc2)C(=O)N1Cc1ccc(Cl)cc1,prior,CN1C(=O)NC(NC(=O)Cc2ccc(Cl)cc2)C(=O)N1Cc1ccc(Cl)cc1,1
824,CC(C)CNC(=O)OC(=O)NCCCCCN1CCC(NC(=O)c2cc(O)cc3c2C(=O)c2ccccc2)CC31,prior,CC(C)CNC(=O)OC(=O)NCCCCCN1CCC2CC1c1cc(O)cc(c1C(=O)c1ccccc1)C(=O)N2,1
825,Fc1ccccc1-c1ccc(N(C)NC(=O)N2C(C)(C)S(=O)(=O)c3ccccc3C2)nc1,prior,CN(NC(=O)N1Cc2ccccc2S(=O)(=O)C1(C)C)c1ccc(-c2ccccc2F)cn1,1
826,Cc1cc(CN2CCN(c3ccc(F)cc3)CC2)cc(C(=O)NCc2ccc(F)cc2)c1,prior,Cc1cc(CN2CCN(c3ccc(F)cc3)CC2)cc(C(=O)NCc2ccc(F)cc2)c1,1
827,CN1CC(N)=C(Cc2c[nH]c3ccccc23)CC1,prior,CN1CCC(Cc2c[nH]c3ccccc23)=C(N)C1,1
829,N#Cc1cc(C(=O)O)c2c(c1)C(=O)C(Cc1cncnc1)C2,prior,N#Cc1cc(C(=O)O)c2c(c1)C(=O)C(Cc1cncnc1)C2,1
830,O=c1[nH]c(=O)[nH]c(-c2ccccc2)c1,prior,O=c1cc(-c2ccccc2)[nH]c(=O)[nH]1,1
831,COc1ccc(NC2=C(C#N)OC(C)C(C)C2)cc1OCCOCc1ccccc1,prior,COc1ccc(NC2=C(C#N)OC(C)C(C)C2)cc1OCCOCc1ccccc1,1
834,CC(=O)C1CCCC(CC(=O)NCC(=O)NCc2ccccc2)C1,prior,CC(=O)C1CCCC(CC(=O)NCC(=O)NCc2ccccc2)C1,1
835,Cc1ccccc1COC(=O)c1cn(Cc2ccccc2)s1,prior,Cc1ccccc1COC(=O)c1cn(Cc2ccccc2)s1,1
836,CC(=O)OCC(=O)N[C@H](Cc1cccc(OC(C)C)c1)C(=O)c1c(O)ccc2c(=O)c(C)nc(-c3c(F)cc(F)cc3)cc12,prior,CC(=O)OCC(=O)N[C@H](Cc1cccc(OC(C)C)c1)C(=O)c1c(O)ccc2c(=O)c(C)nc(-c3ccc(F)cc3F)cc12,1
837,COC[C@H]1O[C@H](C)[C@H]1OC(=O)[C@@]1(C)CC[C@@]23C[C@@H]3CC[C@@](C)(C)CCCCC[C@H]21,prior,COC[C@H]1O[C@H](C)[C@H]1OC(=O)[C@@]1(C)CC[C@]23C[C@@H]2CCC(C)(C)CCCCC[C@@H]13,1
839,COc1ccccc1CNC(=O)c1ccc(NC(=O)CCC23CC4CC(CC(C4)C3)C2)cc1,prior,COc1ccccc1CNC(=O)c1ccc(NC(=O)CCC23CC4CC(CC(C4)C2)C3)cc1,1
840,CNc1ccc(OC(=O)c2ccc(-c3ccccc3)cc2)cc1,prior,CNc1ccc(OC(=O)c2ccc(-c3ccccc3)cc2)cc1,1
841,CC(=O)CN1CCN(C2(CCCOCCN3CCN(Cc4ccccc4)C3)CC2)CC1,prior,CC(=O)CN1CCN(C2(CCCOCCN3CCN(Cc4ccccc4)C3)CC2)CC1,1
842,CC1=C(C(=O)C(C)(C)C)c2ccccc2Oc2ccccc21,prior,CC1=C(C(=O)C(C)(C)C)c2ccccc2Oc2ccccc21,1
845,Cc1cc(O)c(N(CCC(=O)COC)CC)cc1Cl,prior,CCN(CCC(=O)COC)c1cc(Cl)c(C)cc1O,1
847,COc1ccc(OC)cc1NC(=O)c1ccc(C(=O)O)cc1,prior,COc1ccc(OC)c(NC(=O)c2ccc(C(=O)O)cc2)c1,1
848,O=C(O)C1Cc2c(OC)cccc2C1=O,prior,COc1cccc2c1CC(C(=O)O)C2=O,1
849,CCOc1cccc(C(=O)Nc2ccc(OCC3CC3)cc2)c1,prior,CCOc1cccc(C(=O)Nc2ccc(OCC3CC3)cc2)c1,1
850,CC(C)N(C)C[C@@H](CO)c1nc(Cl)cc(=O)o1,prior,CC(C)N(C)C[C@@H](CO)c1nc(Cl)cc(=O)o1,1
852,CCOc1ccc(CC(=O)c2cc(F)c(F)cc2F)c(C)c1C(=O)Nc1cccc2c(N3CCCCC3)cccc12,prior,CCOc1ccc(CC(=O)c2cc(F)c(F)cc2F)c(C)c1C(=O)Nc1cccc2c(N3CCCCC3)cccc12,1
853,CCN(C)C[C@@H](C(=O)NC(CCOC)CC)[C@@H](CC(C)C)NCCOC,prior,CCC(CCOC)NC(=O)[C@H](CN(C)CC)[C@@H](CC(C)C)NCCOC,1
854,Cc1ccc(-c2nc3ccccc3o2)c(OC)c1OCC,prior,CCOc1c(C)ccc(-c2nc3ccccc3o2)c1OC,1
855,CC(C)C(C)CC1CN(C(=O)CNC(=O)CCC(=O)N2CCCCC2)CC1,prior,CC(C)C(C)CC1CCN(C(=O)CNC(=O)CCC(=O)N2CCCCC2)C1,1
857,COc1ccc(C2CCN(CCCCCc3ccccc3)CC2)cc1,prior,COc1ccc(C2CCN(CCCCCc3ccccc3)CC2)cc1,1
858,CC1CCCCC1c1ccc(S(=O)(=O)Nc2ccccc2)nc1,prior,CC1CCCCC1c1ccc(S(=O)(=O)Nc2ccccc2)nc1,1
859,CCCCCC(=O)N1CCC(c2cccc(F)c2)CC1,prior,CCCCCC(=O)N1CCC(c2cccc(F)c2)CC1,1
861,C[C@H](N)C1=C(C(=O)NC2CCCC2)[C@H](O)[C@H]2OC[C@@H]1C2,prior,C[C@H](N)C1=C(C(=O)NC2CCCC2)[C@H](O)[C@@H]2C[C@H]1CO2,1
862,CCOC(=O)C1(C)CC(C)C2C(c3ccccc3)C(=O)C12,prior,CCOC(=O)C1(C)CC(C)C2C(c3ccccc3)C(=O)C21,1
863,Cc1n[nH]c2cc(-c3ccc(C(=O)O)nc3F)ccc12,prior,Cc1n[nH]c2cc(-c3ccc(C(=O)O)nc3F)ccc12,1
864,CCOC(=O)NC(O)(CO)c1ccccc1,prior,CCOC(=O)NC(O)(CO)c1ccccc1,1
866,CCC(C)C(NC(=O)[C@@H](C[C@@H](N)Cc1ccccc1)NC(=O)OCC)C1CCCC1,prior,CCOC(=O)N[C@H](C[C@@H](N)Cc1ccccc1)C(=O)NC(C(C)CC)C1CCCC1,1
867,CCOC(=O)CCC(=O)/C(=N\CCCCCCO)OCCO,prior,CCOC(=O)CCC(=O)/C(=N\CCCCCCO)OCCO,1
868,CC(C)OC(=O)c1nc2ccc(C(=O)N(CCC)CCCCN)cc2[nH]1,prior,CCCN(CCCCN)C(=O)c1ccc2nc(C(=O)OC(C)C)[nH]c2c1,1
869,COC(=O)c1c(Nc2cccc(F)c2)c(OC(F)(F)F)c(=O)c(-c2ccc(F)c(F)c2)nc1O,prior,COC(=O)c1c(O)nc(-c2ccc(F)c(F)c2)c(=O)c(OC(F)(F)F)c1Nc1cccc(F)c1,1
870,Cc1ncnc(N(C)C)n1,prior,Cc1ncnc(N(C)C)n1,1
871,COC(=O)C(C)(C)NCC1(c2ccccc2)S(=O)(=O)NC1CCNCC(N)=O,prior,COC(=O)C(C)(C)NCC1(c2ccccc2)C(CCNCC(N)=O)NS1(=O)=O,1
872,Cc1ccc(CN2CCN(C(=O)C3CC(=O)N(Cc4ccccc4)C3)C2)nc1,prior,Cc1ccc(CN2CCN(C(=O)C3CC(=O)N(Cc4ccccc4)C3)C2)nc1,1
873,CC(C)(O)CN1C(=O)CCC(=O)N(Cc2ccccc2)C1=O,prior,CC(C)(O)CN1C(=O)CCC(=O)N(Cc2ccccc2)C1=O,1
874,CCOC(=O)C1c2ccccc2N(c2c(C)cccc2C(=O)O)C1=O,prior,CCOC(=O)C1C(=O)N(c2c(C)cccc2C(=O)O)c2ccccc21,1
875,O=C(c1cn(-c2ccccc2)cn1)c1cc(C(=O)N2CCOCC2)cc(Cl)c1,prior,O=C(c1cc(Cl)cc(C(=O)N2CCOCC2)c1)c1cn(-c2ccccc2)cn1,1
876,CCOC(=O)c1cnc(C2=C(NCN3CCN(Cc4ccccc4)CC3)CC2)cn1,prior,CCOC(=O)c1cnc(C2=C(NCN3CCN(Cc4ccccc4)CC3)CC2)cn1,1
877,O=C(Nc1ccc(Cl)nc1O)Nc1ccsc1,prior,O=C(Nc1ccsc1)Nc1ccc(Cl)nc1O,1
878,Cc1ccc(CCCCCC2CCN(C)C2=O)cc1,prior,Cc1ccc(CCCCCC2CCN(C)C2=O)cc1,1
880,COc1cccc(C(F)(F)F)c1,prior,COc1cccc(C(F)(F)F)c1,1
881,CCCCCCCCNC(=O)c1c[nH]c2ccccc12,prior,CCCCCCCCNC(=O)c1c[nH]c2ccccc12,1
882,CC(C)(CCCC(=O)c1ccccc1)N(c1ccccc1)C(=O)O,prior,CC(C)(CCCC(=O)c1ccccc1)N(C(=O)O)c1ccccc1,1
884,O=C(O)CCCc1cnc(N2C[C@@H](C(F)(F)F)c3ccccc32)nc1,prior,O=C(O)CCCc1cnc(N2C[C@@H](C(F)(F)F)c3ccccc32)nc1,1
885,CC(c1ccccc1)c1ccc(C(=O)N[P@H](C)C)cc1OCC,prior,CCOc1cc(C(=O)N[PH](C)C)ccc1C(C)c1ccccc1,1
886,COC(=O)N(C)C1CCN(C(=O)C2CCCCC2)CC1,prior,COC(=O)N(C)C1CCN(C(=O)C2CCCCC2)CC1,1
888,COC(=O)c1cccc(N(C)C(=O)NCc2ccc(C#Cc3cnnc(C)n3)cn2)c1,prior,COC(=O)c1cccc(N(C)C(=O)NCc2ccc(C#Cc3cnnc(C)n3)cn2)c1,1
891,COc1c(F)ccc(C(=O)O)c1C(=O)N1CCOCC1,prior,COc1c(F)ccc(C(=O)O)c1C(=O)N1CCOCC1,1
892,O=C(/C=C/c1ccc(O)cc1)NCCNCCCCNc1ncc(C)c2ccccc12,prior,Cc1cnc(NCCCCNCCNC(=O)/C=C/c2ccc(O)cc2)c2ccccc12,1
895,CCOc1ccc(CN(CCCCCO)CNC(=O)OC(C)(C)C)cc1,prior,CCOc1ccc(CN(CCCCCO)CNC(=O)OC(C)(C)C)cc1,1
896,CN1CCCC1c1ccc(-c2nn(C3CCCN3C)s2)cc1,prior,CN1CCCC1c1ccc(-c2nn(C3CCCN3C)s2)cc1,1
897,CCOC(=O)N1CCN(S(=O)(=O)c2nc3ccccc3[nH]2)C1,prior,CCOC(=O)N1CCN(S(=O)(=O)c2nc3ccccc3[nH]2)C1,1
898,CC(C)c1cccc(NC(=O)Nc2cccc(CNCCC(Cc3ccccc3)S(=O)(=O)c3ccccc3)c2)c1,prior,CC(C)c1cccc(NC(=O)Nc2cccc(CNCCC(Cc3ccccc3)S(=O)(=O)c3ccccc3)c2)c1,1
899,COc1ccc2c(c1)C1(NC(=O)Cc3ccccc3)C(=O)N(C(=O)c3cnc(Cl)cc3)C(C)CC21,prior,COc1ccc2c(c1)C1(NC(=O)Cc3ccccc3)C(=O)N(C(=O)c3ccc(Cl)nc3)C(C)CC21,1
900,CN1C[C@H](c2ccc(Cl)s2)CCC1,prior,CN1CCC[C@@H](c2ccc(Cl)s2)C1,1
901,CCNC(=O)c1cc(C)c(CCCCN2CC[C@@H](O)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,prior,CCNC(=O)c1cc(C)c(CCCCN2CC[C@@H](O)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,1
902,COCCOc1ccccc1NC(=O)N1CCN(c2ccc3c(N)cccc3c2C)CC1,prior,COCCOc1ccccc1NC(=O)N1CCN(c2ccc3c(N)cccc3c2C)CC1,1
904,CC(C)c1ccc2ncccc2c1,prior,CC(C)c1ccc2ncccc2c1,1
905,Cc1cc(C(=O)N(Cc2ccccc2)Cc2ccco2)c(C)[nH]c1=O,prior,Cc1[nH]c(=O)c(C)cc1C(=O)N(Cc1ccccc1)Cc1ccco1,1
906,N#Cc1ccc(Cl)cc1Nc1nc2ccccn2n1,prior,N#Cc1ccc(Cl)cc1Nc1nc2ccccn2n1,1
907,CCCCCOc1ccc(C(=O)OCC(C)C)cc1OCc1c(F)cc(-c2ccccc2)cc1,prior,CCCCCOc1ccc(C(=O)OCC(C)C)cc1OCc1ccc(-c2ccccc2)cc1F,1
908,CC(C)O[C@H](CCCOCCCO)[C@@H](C(=O)OCC)C(=O)O,prior,CCOC(=O)[C@@H](C(=O)O)[C@@H](CCCOCCCO)OC(C)C,1
910,CN1CCN(C(=O)c2ccn(C)c2)CC1,prior,CN1CCN(C(=O)c2ccn(C)c2)CC1,1
911,CCCCCCCCCCCCCOC(=O)c1ccccc1,prior,CCCCCCCCCCCCCOC(=O)c1ccccc1,1
913,O=C(/C=C/c1cccc(N2CCCCC2)c1)c1ccccc1,prior,O=C(/C=C/c1cccc(N2CCCCC2)c1)c1ccccc1,1
914,c1cc2c(n1-c1ccc(Cl)cc1)C1(C(=O)NCC1)[C@H]1N=C(C)[C@H](OC(=O)N(C)C)c(NC3CCCCC3)C12,prior,CC1=N[C@H]2C(c3ccn(-c4ccc(Cl)cc4)c3C23CCNC3=O)C(NC2CCCCC2)[C@H]1OC(=O)N(C)C,1
915,Cc1cccc(-c2cc(C(F)(F)F)nc(-c3ccncc3)c2Cl)c1,prior,Cc1cccc(-c2cc(C(F)(F)F)nc(-c3ccncc3)c2Cl)c1,1
916,Cc1ccn(-c2nc(O)c(CCC3CC3)c(=O)c3cccc(Cl)c32)c1,prior,Cc1ccn(-c2nc(O)c(CCC3CC3)c(=O)c3cccc(Cl)c23)c1,1
917,Cc1nc2ccc(N3CCN(C)CC3)cc2n1Cc1ccc(F)cn1,prior,Cc1nc2ccc(N3CCN(C)CC3)cc2n1Cc1ccc(F)cn1,1
919,COc1ccc(C(=O)N2CCc3cc(-c4ccccc4Cl)ccc3CC2)cc1,prior,COc1ccc(C(=O)N2CCc3ccc(-c4ccccc4Cl)cc3CC2)cc1,1
920,COc1ccc(-c2[nH]c(=O)n(-c3ccccc3Cl)c2C(=O)NCC(C)(C)C)cc1,prior,COc1ccc(-c2[nH]c(=O)n(-c3ccccc3Cl)c2C(=O)NCC(C)(C)C)cc1,1
921,O=C(NC1CCN(c2ccccc2Cl)CC1)c1ccc(Cl)cc1,prior,O=C(NC1CCN(c2ccccc2Cl)CC1)c1ccc(Cl)cc1,1
922,COc1ccc(CCc2nc(Sc3ccccc3)c(CC(=O)O)o2)cc1,prior,COc1ccc(CCc2nc(Sc3ccccc3)c(CC(=O)O)o2)cc1,1
923,CC(C)(C)c1ccc(N2C(=O)C(C)CC(C)(C)N2C(=O)c2sccc2Cl)cc1,prior,CC1CC(C)(C)N(C(=O)c2sccc2Cl)N(c2ccc(C(C)(C)C)cc2)C1=O,1
924,O=C1C(C(=O)NC2CCOCC2)OC1c1ccccc1Cl,prior,O=C(NC1CCOCC1)C1OC(c2ccccc2Cl)C1=O,1
925,COc1ccc(-c2c(CN3CCN(C(=O)c4ccccc4)CC3)c(-c3cccc(F)c3)c(C(=O)NC(C)(C)C)o2)cc1OCc1ccc(O)cc1,prior,COc1ccc(-c2oc(C(=O)NC(C)(C)C)c(-c3cccc(F)c3)c2CN2CCN(C(=O)c3ccccc3)CC2)cc1OCc1ccc(O)cc1,1
927,CC(C)C(=O)NCC(=O)N[C@H](CC(C)C)C(=O)O,prior,CC(C)C[C@@H](NC(=O)CNC(=O)C(C)C)C(=O)O,1
929,Cc1ccc(CN2CCOCC2)cc1OCCCCCCCCCCCNC(=O)CCc1ccc(F)cc1F,prior,Cc1ccc(CN2CCOCC2)cc1OCCCCCCCCCCCNC(=O)CCc1ccc(F)cc1F,1
930,CCCCN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2)CC1,prior,CCCCN1CCN(C(=O)c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2)CC1,1
931,CCOc1cccc(OC)c1OCCCOC(=O)CCCCCN(C(=O)c1cc(Cl)ccc1Cl)C1CC(=O)C1=O,prior,CCOc1cccc(OC)c1OCCCOC(=O)CCCCCN(C(=O)c1cc(Cl)ccc1Cl)C1CC(=O)C1=O,1
932,CC12CCC(=C(S)NC2=O)C(=O)O1,prior,CC12CCC(=C(S)NC1=O)C(=O)O2,1
933,c1ccc(CNC(=O)Nc2ccc3c(c2)N(C)C(C)(C)CC3)cc1OC,prior,COc1cccc(CNC(=O)Nc2ccc3c(c2)N(C)C(C)(C)CC3)c1,1
934,CCCC(=O)N[C@@H](C)c1ccc(C(=O)Nc2ccccc2Cl)cc1,prior,CCCC(=O)N[C@@H](C)c1ccc(C(=O)Nc2ccccc2Cl)cc1,1
935,O=C(Cc1ccc(C(C)C)c(OC)c1)c1ccc(-c2cc(-n3c(C(F)(F)F)nc(N(C)C)c3)ccc2)cc1OC,prior,COc1cc(-c2cccc(-n3cc(N(C)C)nc3C(F)(F)F)c2)ccc1C(=O)Cc1ccc(C(C)C)c(OC)c1,1
936,Fc1cccc(NC(=O)C2CC3(CCC2)CCC3)c1,prior,O=C(Nc1cccc(F)c1)C1CCCC2(CCC2)C1,1
937,COc1cc(-c2ccccc2)ccc1OC(COC(=O)c1ccccc1)S(=O)(=O)Nc1cc(F)cc(F)c1F,prior,COc1cc(-c2ccccc2)ccc1OC(COC(=O)c1ccccc1)S(=O)(=O)Nc1cc(F)cc(F)c1F,1
939,Cc1ccc(S(=O)(=O)NC2CCCC2)cc1,prior,Cc1ccc(S(=O)(=O)NC2CCCC2)cc1,1
942,CN1CCC(c2cnc(-c3cccc(C)c3)cn2)CC1,prior,Cc1cccc(-c2cnc(C3CCN(C)CC3)cn2)c1,1
943,O=C(Nc1cccc(C#N)c1)c1ccc(OC(=O)CN)cc1,prior,N#Cc1cccc(NC(=O)c2ccc(OC(=O)CN)cc2)c1,1
944,NC1CCC(c2cccc(OCCCCCN3CCCCC3CCCCN3CCCO3)c2)CC1,prior,NC1CCC(c2cccc(OCCCCCN3CCCCC3CCCCN3CCCO3)c2)CC1,1
945,CCCCc1cn(SC)c(N)c1,prior,CCCCc1cc(N)n(SC)c1,1
946,CN(C)CCCCCN1CCN(c2ccc(Cl)c(C)c2)CC1,prior,Cc1cc(N2CCN(CCCCCN(C)C)CC2)ccc1Cl,1
947,O=C1Cc2cccc(C)c2CN1Cc1ccc(Cl)cc1,prior,Cc1cccc2c1CN(Cc1ccc(Cl)cc1)C(=O)C2,1
948,COc1cc(C(C)NC2CCCCC2)cc2c(O)cccc12,prior,COc1cc(C(C)NC2CCCCC2)cc2c(O)cccc12,1
949,CC(C)CCCCc1cc(NCc2cccc(OC)c2)ccc1NC(=O)c1cccc(-c2ccc(F)cc2F)c1,prior,COc1cccc(CNc2ccc(NC(=O)c3cccc(-c4ccc(F)cc4F)c3)c(CCCCC(C)C)c2)c1,1
950,O=C(COC(=O)CCc1ccc(-c2nnnc3ccnn23)s1)Nc1ccc(Cl)cc1,prior,O=C(COC(=O)CCc1ccc(-c2nnnc3ccnn23)s1)Nc1ccc(Cl)cc1,1
951,Oc1cccc(S(=O)(=O)N2CCN(Cc3ccc(F)cc3)CC2)c1,prior,O=S(=O)(c1cccc(O)c1)N1CCN(Cc2ccc(F)cc2)CC1,1
953,Cc1nc(Nc2ncccc2NC(C)=O)cs1,prior,CC(=O)Nc1cccnc1Nc1csc(C)n1,1
954,Cc1ccc(Cl)cc1-c1nc(C)nc2c1C(=O)CC(N)C2,prior,Cc1nc2c(c(-c3cc(Cl)ccc3C)n1)C(=O)CC(N)C2,1
